birthday,height,name,nationality,sportsman_id,weight
474998400000,182,Mohamed Ben Dhifallah,Australia,SM955046069,79
492710400000,189,Chengdong Zhang,Ukraine,SM351309227,100
568051200000,171,Zbigniew Żuławski,Honduras,SM175588113,78
623692800000,176,Juan Carlos Munoz,Papua_New_Guinea,SM126650014,71
450374400000,176,Mehdi Ali,Tunisia,SM110871235,82
420220800000,171,V. Sharma,Argentina,SM712917007,101
618937200000,172,Alice Yang,Latvia,SM410755889,73
513273600000,185,Hector Hugh Goenka,Morocco,SM869713589,71
540662400000,187,David Miller,Venezuela,SM442103473,69
404236800000,175,Rahul Sharma,Madagascar,SM151501352,87
632937600000,186,Rahul Rao,Bosnia_and_Herzegovina,SM468099763,83
415036800000,177,Francisco Sánchez,Mauritius,SM721060778,80
509731200000,171,Takeshi Kobayashi,Niger,SM319168123,84
422985600000,180,Abdul Haris Anwar,Yemen,SM534863441,80
409939200000,180,John Smith,Republic_of_Macedonia,SM904572447,100
341942400000,173,A. Singh,Australia,SM306660012,72
445536000000,184,Bruno Silva,Namibia,SM536843763,74
388252800000,186,Daniel Castillo,Latvia,SM512301027,82
409334400000,167,Anant Kumar,Vietnam,SM853904038,101
396460800000,182,Fernando Martinez,Thailand,SM101377550,94
418492800000,184,Isabel Alcala,Mauritius,SM675105670,71
358185600000,189,Antonio Ferrari,Slovenia,SM562347552,79
321811200000,177,Leandro Silva,Mongolia,SM655312424,81
499190400000,167,Victor Manuel Castro,Libya,SM255130725,72
596563200000,185,Francis Reyes,Puerto_Rico,SM105957757,90
571680000000,177,Prakash Chatterjee,Taiwan,SM798529304,96
493142400000,179,Paul Clerc,Wales,SM451244758,87
462816000000,189,Abdul Rashid Khan,Spain,SM567436545,93
331401600000,191,Anwar Mohamed Abdelli,Puerto_Rico,SM440550805,79
375897600000,185,Lei Liu,South_Korea,SM984309999,94
436291200000,166,Adan Mohamed Nuur Ouma,Venezuela,SM906174002,77
526748400000,191,Chen Wang,Mongolia,SM282888902,101
561398400000,172,Kazuo Suzuki,Egypt,SM116557597,76
537379200000,168,Katarina Caveda,Colombia,SM765975327,94
384624000000,179,Faisal Ahmad Khan,Laos,SM400151071,102
470505600000,179,Anuar Flizzow,Bulgaria,SM737518608,84
480441600000,175,William Jones,Cameroon,SM221887911,85
617295600000,165,Daniela Bencomo,Spain,SM919751243,71
435340800000,170,Abhishek Khan,Australia,SM887146452,77
619628400000,178,Shweta Kumar,Colombia,SM512590514,93
611766000000,187,Andrey Bazayev,Czech_Republic,SM178182613,92
357494400000,182,Joao Silva,Zambia,SM598577736,76
453312000000,178,Yang Zhao,Colombia,SM800820778,92
374169600000,166,Yang Zhang,Malta,SM311589599,88
353520000000,187,Vasile Boulanger,Nicaragua,SM259578420,78
486835200000,182,Odile De Freitas,Switzerland,SM109535844,88
589561200000,185,Jharana Bajracharya,Taiwan,SM620184484,88
360604800000,190,Anh Ha,Netherlands,SM296849454,81
353347200000,174,John Roy,Belarus,SM809985361,78
456854400000,190,Daouda Malam Djibo,Russia,SM215432770,80
631555200000,176,Jean-Pierre Robin,Japan,SM967730875,88
559929600000,170,Salah Hassan,Pakistan,SM682829927,71
447091200000,169,Koco Mojsov,Chad,SM951592604,77
464025600000,186,Arjun Kumar,Peru,SM230826754,90
609778800000,178,Daisuke Kobayashi,Germany,SM486359526,84
453225600000,190,Bich Phuong Phan,Morocco,SM244488969,102
348163200000,179,Manuel Iglesias,Cameroon,SM195663859,75
628704000000,191,Meera Chopra,Bosnia_and_Herzegovina,SM456038307,86
556383600000,179,K. Sen,Netherlands,SM831670101,100
564595200000,178,Shweta Jain,Republic_of_Ireland,SM338629656,81
625939200000,188,Luis Blanco,Ethiopia,SM481922325,95
552236400000,165,Philippe Adam,Mauritius,SM600456674,91
358012800000,191,Anh Nguyen,Afghanistan,SM132369982,80
582130800000,166,Abdullah Lim,New_Zealand,SM954489204,81
434044800000,175,Jorge Oliveira,Laos,SM595179788,86
432144000000,183,Andriy Shevchenko,Swaziland,SM933435674,76
521650800000,184,Elias Bladimir Gonzalez,South_Korea,SM981202853,90
578847600000,179,Angie Kim,Spain,SM204601399,100
349113600000,172,Abdala Camara,Slovakia,SM714110992,99
504460800000,183,Ge Zhang,Cambodia,SM235062148,86
321897600000,170,Yang Zhou,Democratic_Republic_of_the_Congo,SM388624914,76
348249600000,171,R. Reddy,Republic_of_Macedonia,SM932161388,97
418060800000,170,André Abdelli,Taiwan,SM453053563,71
432144000000,171,Abhishek Singh,Angola,SM136125804,69
337190400000,170,Max Muller,Sri_Lanka,SM730630641,90
366652800000,168,Paulo Dom Pedro II,Chile,SM368684525,75
330537600000,179,Michael Watson,Denmark,SM689727643,91
404409600000,174,Francisco Carias Andino,Thailand,SM161579505,96
542563200000,187,Bing Chen,Morocco,SM294212849,100
577983600000,189,Paulo Alves,New_Zealand,SM285666405,101
565545600000,165,Carlos Amenábar,Romania,SM135722666,73
395251200000,166,Muhammad Ahmed,Canada,SM485321727,97
478195200000,175,Basanta Rana,Namibia,SM346734299,74
633542400000,170,Zhong Xu,Switzerland,SM418945953,73
356976000000,170,Henri Aa,India,SM950990849,97
508608000000,182,Gary Campbell,Bulgaria,SM647635297,87
603648000000,174,Adisak Charoenpura,Bulgaria,SM807467428,80
558806400000,169,Lin Xu,Ethiopia,SM839926734,83
490723200000,169,Chen Wu,Belgium,SM793104045,95
407260800000,168,Friedrich Muller,Turkey,SM957969533,101
478195200000,167,Deepak Kumar,Portugal,SM512302097,78
439660800000,167,Salma Ahmed,Australia,SM958207848,84
321638400000,171,Carlo Santos,Niger,SM880899473,76
505584000000,173,Eddie Hassan,Vietnam,SM297720320,80
631296000000,191,Mikhail Sheik,Sri_Lanka,SM343950040,94
606412800000,183,Zienia Munro,Spain,SM228425975,90
616431600000,165,Shweta Sen,Malaysia,SM153060612,71
498672000000,184,Ajuma Nasenyana Aga,Afghanistan,SM526656267,86
483724800000,189,Antonio Gonzalez,Sri_Lanka,SM734952949,91
426355200000,178,Deepak Sen,Switzerland,SM541211411,100
574531200000,185,Kamel Ferrer,Taiwan,SM410524315,95
632764800000,186,Shweta Reddy,Brazil,SM164211767,95
345139200000,170,M Abeywardena,Indonesia,SM875177006,99
370195200000,182,Reza Khaleghi,Laos,SM965914362,100
618246000000,176,Shweta Menon,Bolivia,SM310952360,84
500832000000,182,Michael Li,Malaysia,SM967076077,82
507830400000,165,Bing Zhang,Yemen,SM350682410,75
425664000000,184,Lin Li,Afghanistan,SM486412733,94
365788800000,165,Carlos Rodriguez,Philippines,SM178952255,89
632160000000,182,Sanjay Rao,Norway,SM430136622,81
489427200000,181,Igor Garlitsky,Netherlands,SM398636251,91
624384000000,182,Andrea Rossi,Germany,SM180699261,71
379958400000,187,Ivan Ivanov,Hong_Kong,SM473535957,70
319737600000,184,Fritz Muller,India,SM235074526,91
454003200000,190,Alberto Castillo,Australia,SM872072173,100
344361600000,171,Mehmet Arikan,Laos,SM677393095,82
543254400000,172,Fernanda Santos,France,SM229722890,90
557593200000,183,Yang Xu,Liberia,SM957145247,87
497116800000,185,Jean-Pierre Omonga,Chile,SM740712502,97
379785600000,188,Edward Hinkle,Spain,SM485923640,69
625593600000,190,Ivan Ivanov,Moldova,SM166717077,102
565200000000,185,Jorge Garcia,Brazil,SM320690324,71
602438400000,166,Karl Becker,Poland,SM130412840,77
396979200000,168,Constantin Barbu,Slovakia,SM463531130,81
374083200000,186,Mehdi Kamkar,Tunisia,SM586523741,87
457372800000,175,K. Singh,United_States,SM954023271,80
338745600000,178,Ning Yang,Puerto_Rico,SM424801872,69
608227200000,183,Avraham Ben-Shlomo,Kenya,SM727654479,86
617641200000,188,John Sen,Kazakhstan,SM715193932,76
573321600000,183,Asha-Rose Mtengeti Khaki,Papua_New_Guinea,SM900061891,91
426441600000,174,Ales Alex,Jordan,SM804289591,75
633542400000,181,Mauricio Agudelo,France,SM662463562,80
434995200000,174,Ching Ho,New_Zealand,SM102992948,89
456940800000,169,Prakash Rao,Turkey,SM108400837,86
522255600000,166,Shweta Jain,Bulgaria,SM946918945,88
536428800000,166,Ai Zhang,Slovenia,SM766277498,73
387561600000,176,Richard Aquino,Greece,SM721831520,72
369763200000,182,Imtiaz Khan,Mauritius,SM313331706,92
495302400000,187,Igor Eduard,Vietnam,SM706875365,93
477936000000,180,Edward Berman,Israel,SM466185648,89
510854400000,170,Tom Wilson,Malaysia,SM788497464,79
522255600000,174,Deepak Reddy,Laos,SM724063090,83
408211200000,171,Prakash Sharma,United_States,SM566179706,87
584636400000,176,Wei Zhang,Lithuania,SM152716489,74
389808000000,182,Deepak Khan,Niger,SM197412079,77
339264000000,173,Hissene Habre,Croatia,SM389588934,98
379699200000,178,Abraham Caveda,Puerto_Rico,SM326797721,91
342806400000,167,John Kumar,Republic_of_Ireland,SM336311244,79
565372800000,169,Mark Maccrea,Finland,SM382723096,77
407347200000,168,Ning Li,France,SM280523773,93
445363200000,186,Sarath Dissanayake,Egypt,SM667027789,88
334252800000,191,Alexander Grenville,Jordan,SM390634815,82
531331200000,191,Agustiar Akbar,Niger,SM713119457,100
438624000000,178,Reza Forouhar,Sri_Lanka,SM930929146,90
611679600000,183,Adel Hassan,Switzerland,SM376709657,75
495475200000,166,Mizengo Faulds,Spain,SM733572628,101
629136000000,182,Abay Ibrahim Iglinsky,India,SM924821313,70
336758400000,167,Aden Qafiḥ,Portugal,SM795748894,95
360259200000,173,Akihiko Lee,Honduras,SM327954379,69
560275200000,176,K. Kapoor,Thailand,SM997465712,80
408816000000,184,Mario Secada,Libya,SM225332488,76
365270400000,190,Yang Wei,Australia,SM379665117,82
544636800000,183,Yuki Kato,Romania,SM171068608,86
417456000000,176,Farhad Forouhar,Nepal,SM457950090,89
357926400000,190,Shweta Kapoor,Hungary,SM196621271,95
441043200000,191,Angel Negga,Portugal,SM702895247,98
596304000000,179,Donald Raghu,Algeria,SM834197539,73
617209200000,176,Peng Wei,Uruguay,SM201793464,89
480960000000,178,David Lee,Rwanda,SM277750321,83
409161600000,168,Eugene Aly,Thailand,SM411779299,76
417369600000,191,David Sanchez,Liberia,SM526004858,93
420480000000,171,Jose Gutierrez,United_Kingdom,SM331310238,89
579366000000,176,Ely Ould Mohamed Daddah,Switzerland,SM294440677,82
388684800000,175,Jacques Arnaud,Zambia,SM638817738,90
371923200000,176,Bruce Coetzee,Norway,SM558279855,79
327427200000,174,Arturo Parra,Libya,SM700361646,96
374688000000,180,Ali Abdelli,Bulgaria,SM841111116,73
340387200000,180,Wei Liu,Dominican_Republic,SM590411857,96
554137200000,183,Otto Albrecht,Cambodia,SM332157504,100
370886400000,182,Kenji Takahashi,Argentina,SM949808144,91
421948800000,183,Paul Brown,Netherlands,SM266186084,82
542822400000,179,Abdoulatifou Zubir,Ukraine,SM324339551,73
445276800000,174,Muhammad Qureshi,Dominican_Republic,SM177418899,69
382032000000,184,Bing Zhang,Wales,SM104395689,99
416246400000,169,Ahsan Malik,Mauritius,SM365383035,81
377366400000,188,Kittipol Charoenpura,Bolivia,SM609519515,79
620751600000,167,Emperor of Brazil Santos,Puerto_Rico,SM224288387,91
458668800000,173,Carlos Gonzalez,Romania,SM991857338,78
624729600000,168,Kunal Roy,Latvia,SM929615729,94
445968000000,178,Li Li,Italy,SM953519333,102
538934400000,173,Pablo Gonzalez,Burma,SM416369278,102
583254000000,167,Virak Hu,China,SM563511656,69
538416000000,174,Javier Garcia,Japan,SM829451992,100
518799600000,189,Ai Xu,Malaysia,SM870449112,71
632851200000,168,R. Singh,Romania,SM408633225,79
444672000000,169,Francisco Gonzalez,Senegal,SM719231824,96
562694400000,179,Ruby Koirala,Niger,SM431627871,79
433526400000,169,Antonio Sotto,Sri_Lanka,SM398491595,96
526143600000,187,Vitor Ferreira,Nicaragua,SM476283570,82
485625600000,174,Bibit Anwar,Vietnam,SM202598222,70
532454400000,180,Hans Muller,Ethiopia,SM699042090,102
571420800000,180,Alvaro Escalona,Norway,SM742199909,91
624816000000,172,Arun Nair,Laos,SM259245920,93
379267200000,189,Juliana Santos,Malta,SM197861625,89
492624000000,179,Georges Haddou,Hong_Kong,SM879864409,69
465840000000,170,Arturo Araya,Wales,SM473176739,70
374083200000,170,Arun Irani,Wales,SM814034939,85
509472000000,180,John Reyes,Jordan,SM717656987,96
558547200000,187,Li Yang,Germany,SM455581844,89
620924400000,172,Manuel Sanchez,Puerto_Rico,SM875358015,72
386697600000,178,Mohamed Hassan,Iran,SM797483155,92
459446400000,169,Taufik Christian Uron,Zambia,SM358031603,98
518799600000,177,Ahmed Mubarak Obaid Al-Mukhaini,Hungary,SM574376462,91
602265600000,188,Abdul Perera,Democratic_Republic_of_the_Congo,SM226540362,94
510768000000,182,Hamani Kountche,Honduras,SM126214602,74
516639600000,166,Aditya Singh,Honduras,SM127856641,74
483033600000,187,Don Nguyen,Angola,SM264520224,70
556556400000,189,Karan Kumar,Cameroon,SM461734376,84
416505600000,187,Michael Wilson,Norway,SM899477962,94
472320000000,191,Kenji Yamamoto,Libya,SM821609598,73
630777600000,182,Claudio Pinto,Scotland,SM515029066,93
573148800000,184,Robert Douglas,South_Africa,SM542845705,69
510249600000,166,Victor Perez,Zambia,SM308891583,75
465840000000,179,George Wilson,Sri_Lanka,SM813700440,89
610124400000,190,Franz Engel,Republic_of_Macedonia,SM284952748,86
537811200000,179,Lev Komarkova,South_Korea,SM311796084,75
339868800000,179,Ida Bomani,Yemen,SM889866912,101
324316800000,167,John Singh,Ethiopia,SM250287072,91
560448000000,186,David Campbell,Niger,SM935414009,97
498326400000,179,Juliana Santos,Italy,SM490577067,100
360432000000,171,Alexander Ivanov,Malaysia,SM538011334,92
462816000000,167,Kunal Khan,Azerbaijan,SM245677638,81
588870000000,172,Wei Yang,Brazil,SM188981956,71
611074800000,179,Takeshi Kato,Zambia,SM611865091,87
372355200000,189,Barbara LuaLua,Mauritius,SM745041135,72
473961600000,171,Mahinda Perera,Egypt,SM639630403,80
533145600000,181,Ruben Martinez,China,SM486460042,102
615481200000,167,Mamoon Eshaq 0 Aman,Romania,SM876379905,82
517503600000,189,Chen Zhang,Greece,SM211377956,78
365097600000,182,Enrique Bravo,Dominican_Republic,SM706752269,92
553964400000,189,Mike Davis,Norway,SM837550530,91
492796800000,179,David Johnson,El_Salvador,SM682519456,95
549644400000,174,Kenji Suzuki,Latvia,SM495950239,96
623520000000,173,Carlos Mendez,Estonia,SM225572503,76
579711600000,170,Zeki Koksal,France,SM462767543,89
595267200000,171,Daniil Feltsman,Spain,SM704345130,73
500745600000,182,Manuel Balmaceda,United_Kingdom,SM978631429,102
413222400000,180,Juan Gonzalez,Zambia,SM798870426,70
325872000000,190,Bing Yang,Mauritius,SM520758237,97
499536000000,188,Hussein Badreddin Al- Habshush,Brazil,SM996424636,96
349804800000,167,Charles David,Kenya,SM661527223,78
445968000000,165,Vinod Sharma,Cuba,SM910659229,91
516553200000,178,Aafia Baloch,Sweden,SM936823580,88
462556800000,174,Amber Wong,Greece,SM299850078,77
603302400000,186,Mirza Kalich Qureshi,Nepal,SM655792692,91
595180800000,187,Elena Shevchenko,Peru,SM205872527,81
576432000000,170,Colin Adams,Mauritania,SM166678776,100
482947200000,177,Ashin Hall,Finland,SM584823665,101
417456000000,167,David Agrest,Bosnia_and_Herzegovina,SM521659668,90
513792000000,178,Abdul Haris Balawan,New_Zealand,SM917380614,79
541958400000,171,Cheikh Senghor,Brazil,SM587338175,85
465148800000,176,Wei Yang,El_Salvador,SM754695155,76
571334400000,177,Ning Li,Lithuania,SM731615373,95
564681600000,170,Abhishek Nair,Zambia,SM872034255,95
625248000000,171,John Rao,South_Africa,SM909116041,86
417888000000,187,Wilhelm Muller,Poland,SM962064797,100
574704000000,167,Alexei Kuzmina,Cuba,SM199342990,86
569260800000,187,R. Kumar,Singapore,SM195886755,89
382636800000,166,Huu Thanh,Hungary,SM240006372,100
436550400000,185,Chen Wu,Yemen,SM395067820,100
331488000000,188,Jie Li,Peru,SM250511062,86
598809600000,169,Daria Dobrunov,France,SM341512713,95
422121600000,186,Ali Jasani,Canada,SM745988220,76
509558400000,186,Ashin Goenka,Bulgaria,SM761293093,81
458755200000,177,Chairil Anwar,Niger,SM371772840,72
447350400000,185,Abdulwahab Binalshibh,Argentina,SM890403589,97
505238400000,169,Aburizal Balawan,Cuba,SM307698455,94
472838400000,179,Baby Yang,South_Africa,SM378435955,96
577897200000,181,Richard Garcia,Bolivia,SM326610202,99
472492800000,166,Carlos Lopez,Bolivia,SM998887249,91
347040000000,170,Abdul Rahman Irama,Jordan,SM867310718,74
426960000000,175,Alfredo Bernal,Uruguay,SM115169478,83
513792000000,186,Shweta Kumar,Democratic_Republic_of_the_Congo,SM761586181,102
403804800000,184,Amer Haider Khan Ahmed,Hong_Kong,SM621706567,80
344620800000,188,Paulo Silva,Libya,SM631364321,96
379612800000,187,Chris Coetzee,Venezuela,SM922083259,92
556642800000,173,Warwick Raymond Akerman,Latvia,SM891493528,75
377020800000,169,Eugene Mangalaza,Laos,SM655235165,102
442166400000,174,Mike Wilson,Algeria,SM110838280,91
402940800000,177,Chris Smith,Portugal,SM745696507,102
633283200000,177,Li Wang,Mongolia,SM544249780,83
533664000000,181,Carlos Rodriguez,Cambodia,SM362044244,94
521650800000,185,Daniel Davis,Singapore,SM183838727,99
614962800000,179,Shweta Sharma,Latvia,SM513968477,98
509644800000,181,Andre Bettens,Republic_of_Ireland,SM463571180,95
484588800000,166,Chen Zheng,Poland,SM454245261,77
339004800000,190,Rahim Howaida,Slovakia,SM674259190,89
429638400000,166,R. Singh,Philippines,SM197887686,75
455040000000,167,Francis Aquino,Bulgaria,SM419842220,74
355593600000,181,Alexandru Bajenaru,Venezuela,SM904243357,69
479836800000,190,Jimmy Tsiranana,Germany,SM658661629,74
520268400000,182,Abdul Haris Budjana,Sweden,SM300495879,92
571593600000,165,Gabriela Alvarez,Sweden,SM309462081,90
596217600000,178,A. Khan,El_Salvador,SM244072933,90
605721600000,178,Sanjay Sharma,Sri_Lanka,SM106116329,91
370713600000,189,Arap Jasani,Estonia,SM256690853,91
514396800000,173,Fritz Muller,Algeria,SM156353053,76
600451200000,167,Ashok Sharma,Portugal,SM400307998,99
566755200000,176,R. Kumar,Bolivia,SM375553880,70
391190400000,191,Fritz Hoffmann,Malaysia,SM346008978,99
568915200000,178,Enrique Munoz,China,SM878756831,97
349286400000,170,Jie Chen,Croatia,SM202960075,70
347817600000,185,Alejandro Castillo,Finland,SM550766779,95
454521600000,183,Jaime Arbelaez,Oman,SM793279169,73
464889600000,176,Peng Zhu,Mauritania,SM173623720,86
485539200000,177,Ahmet Sezer,Morocco,SM522346835,91
464457600000,172,Li Yang,Mongolia,SM408019659,75
385920000000,174,Boris Feltsman,Iran,SM822410894,84
409680000000,182,Cam Ha,Bolivia,SM357352693,84
435513600000,187,Binh Ho,Denmark,SM745342880,81
394732800000,174,Palghat Munro,South_Africa,SM937393892,88
524674800000,166,Aitor Moreno,Mongolia,SM670837249,92
353520000000,172,Paul Bomani,Norway,SM538397570,93
491760000000,168,Rafael Cruz,Switzerland,SM712024726,78
577897200000,176,John Quinn,Libya,SM390358664,98
598377600000,171,Behati Maclean,Nepal,SM838140427,81
534096000000,187,Jie Yang,Venezuela,SM832568942,79
350496000000,180,Abdallah Abdeslam,South_Korea,SM999734612,80
429206400000,174,Deepak Singh,Sweden,SM101180353,74
555951600000,166,Mazor Dego,Mauritania,SM860212330,96
492451200000,190,Assan Avrukh,Bosnia_and_Herzegovina,SM839030682,102
515602800000,188,Ivan Ivanov,Mauritius,SM945034506,69
525279600000,180,Keith Ben-Tzur,Madagascar,SM735190902,86
325008000000,171,John Smith,South_Africa,SM100338310,91
368121600000,166,Takeshi Kato,Chile,SM788694519,76
329587200000,179,Abraham Wilby,Lithuania,SM251156771,82
400348800000,165,Abhishek Nair,Pakistan,SM240508754,84
470505600000,177,A. Kapoor,United_States,SM715643264,72
616950000000,169,Ashok Ramnath,Mongolia,SM295112955,80
501350400000,169,Roberto Cardenas,Brazil,SM431059516,75
361209600000,182,Leonid Efimkin,Panama,SM941598524,96
499881600000,166,Orhan Koksal,Slovenia,SM785972434,84
412704000000,179,A. Balawan,Latvia,SM353182293,77
361641600000,168,Arjun Khan,Namibia,SM247530827,94
325785600000,169,Ivan Feltsman,Belgium,SM246810504,97
550854000000,182,Wei Wang,Rwanda,SM351858919,85
435081600000,170,Igor Ivanov,Madagascar,SM952318158,78
471715200000,169,Takeshi Suzuki,Iran,SM760530472,96
503251200000,187,Alexandre Patras,Zambia,SM562226705,97
603129600000,191,A. Lesmana,Egypt,SM735154645,95
499017600000,172,Andrew Jones,Poland,SM439958445,85
612198000000,188,Crown Prince Bajracharya,Bosnia_and_Herzegovina,SM480967170,70
431712000000,187,Dmytro Foxx,Philippines,SM591515545,70
438796800000,167,Wei Zhu,Brazil,SM600972709,73
522601200000,178,Shweta Reddy,Turkey,SM112813541,85
574444800000,184,Li Zhang,Puerto_Rico,SM973077601,79
451584000000,173,Arun Khan,Sri_Lanka,SM755871405,70
485539200000,165,Alexandr Dyachenko,Colombia,SM342257721,99
467136000000,177,Abdul-Malik Al-Shorabi,Mauritania,SM797644123,92
375120000000,189,Matti Lampi,Kenya,SM524578165,100
518713200000,173,Faisal Hussain,South_Korea,SM655034768,69
549990000000,183,Deepak Kumar,Cameroon,SM531860021,74
384278400000,190,John Irani,Iran,SM962698351,100
386524800000,170,Mehmet Koksal,Peru,SM923776234,73
468777600000,188,Yang Yang,Peru,SM187945817,88
608914800000,184,Abdul Ghani Amin,Indonesia,SM318770124,93
405878400000,180,James Wilson,Netherlands,SM313153166,81
603388800000,179,R. Nair,Cuba,SM481167481,71
328550400000,174,Alan Acuna y Manrique,Switzerland,SM183862759,85
540662400000,168,Abdoulaye Khouma Keita,Northern_Ireland,SM175889726,72
420220800000,183,Anh Doan,Poland,SM398484063,96
508608000000,173,Paulo Silva,South_Africa,SM351309156,89
509212800000,166,Paul Smith,Madagascar,SM652953003,101
437846400000,181,Rahul Kapoor,Papua_New_Guinea,SM764947021,73
339868800000,186,Mahmoud Hassan,Swaziland,SM889924958,96
599155200000,188,Michael Wei,Greece,SM175468125,86
514396800000,177,Kittipol Charoenpura,Taiwan,SM255073799,70
440697600000,180,Bruno Alves,Tanzania,SM924738188,89
621788400000,178,Frank Williams,Hong_Kong,SM899589841,72
471628800000,187,Chen Liu,Burma,SM668663604,96
346694400000,170,Francis Garcia,Poland,SM970878314,73
488390400000,168,Karl Muller,Swaziland,SM798121592,79
532368000000,179,John Lee,Yemen,SM461674239,83
566236800000,181,Anson Wang,France,SM435823053,71
534355200000,169,Abdul Haris Balawan,Finland,SM881619943,95
357667200000,183,Rahul Khan,Switzerland,SM483883261,81
574444800000,184,Bob Johnson,Bolivia,SM758584909,92
537033600000,178,Muhammad Butt,Iran,SM483903269,71
364579200000,185,Pierre Haddou,Canada,SM485167678,90
335635200000,166,Cesar Aquino,Pakistan,SM141442234,69
355420800000,174,Hao Zhang,Tunisia,SM694575360,93
472924800000,176,Zheng Yang,Slovakia,SM965627843,93
421603200000,184,Chen Wang,Egypt,SM403978441,82
511632000000,178,Jose Aquino,South_Africa,SM689086906,82
353865600000,180,Hossein Kamkar,Australia,SM113834338,75
326217600000,169,Babu Sherpa Khadka,Czech_Republic,SM928006269,97
339177600000,169,Abby Wong,Algeria,SM179037642,99
423936000000,180,Francis Lederer,Belgium,SM864100301,80
505497600000,180,Adel Aziz,Slovakia,SM173877682,83
469036800000,172,Colin Williams,Norway,SM628868487,82
434476800000,174,Francisco Zelaya,Iran,SM653545913,91
331056000000,166,Wei Zhu,Latvia,SM939672746,74
447091200000,190,Adriaan Dijkstra,Sri_Lanka,SM781602440,81
479232000000,170,Lei Wang,Papua_New_Guinea,SM470842956,85
585414000000,172,Eddie Lopez,Rwanda,SM899330326,101
622569600000,190,Jing Li,Slovenia,SM206013318,75
538416000000,166,Ibrahim Simsek,Hong_Kong,SM853485016,101
529689600000,181,Joao Silva,Australia,SM247890390,91
382464000000,170,Alois Herzigová,Denmark,SM220928365,91
493488000000,189,Abderraouf Bhiari,Niger,SM881898919,77
339955200000,182,Aleksej Kikoine,Angola,SM763229885,84
440870400000,182,A. Anwar,Venezuela,SM488959750,96
624643200000,167,Andrea Bruno,El_Salvador,SM111346920,89
428256000000,176,Kalu Bembo-Leta,Norway,SM232610135,77
448819200000,169,Juan Martinez,Namibia,SM429806561,71
521391600000,170,Masao Yamamoto,England,SM323640464,90
429206400000,169,James Taylor,Slovenia,SM800007995,94
570384000000,165,Ashok Kapoor,Algeria,SM549293979,98
479836800000,180,Mirza Kalich Baloch,Philippines,SM260537588,73
452102400000,176,Bingbing Li,Nicaragua,SM822479964,89
567100800000,170,George Evans,El_Salvador,SM817397277,100
501177600000,189,Arjun Sharma,Iran,SM356682729,85
532886400000,190,Luigi Colombo,Dominican_Republic,SM372866959,98
428169600000,175,Ali Belaid,Italy,SM540381413,96
337622400000,186,Luigi Ferro,Bolivia,SM851886926,95
362160000000,169,Kiran Ngoche,Indonesia,SM441455811,96
580575600000,168,Benedict Yang,France,SM673732623,78
543859200000,170,Min-Jung Cha,Australia,SM524756748,86
379008000000,185,John Jones,South_Africa,SM891137329,99
570643200000,178,Hideo Suzuki,Ukraine,SM468487133,75
431366400000,187,Ashok Khan,Denmark,SM597240906,91
398016000000,177,John Qureshi,Northern_Ireland,SM686578193,99
372614400000,181,Aamir Bose,Scotland,SM778205868,76
406310400000,167,Hsin Lin,Bulgaria,SM985889971,76
534873600000,188,Alejandro Gonzalez,Denmark,SM385757429,91
520527600000,171,Kamel Abdelli,Spain,SM245967669,69
367776000000,170,Abderraouf Aouadhi,England,SM366754560,71
605376000000,170,Richard Fernandez,Nepal,SM201250391,93
622656000000,174,Behati Nujoma,Australia,SM113894217,81
524847600000,166,Pol Dara,Malaysia,SM705570731,92
347990400000,186,Baoping He,Nicaragua,SM322017840,70
578761200000,184,Albert Mulder,Bolivia,SM829286846,72
618850800000,167,Leonid Popov,Nicaragua,SM404111934,95
549298800000,183,Miguel Bravo,Mongolia,SM706757422,71
567619200000,176,Dặng Dinh Ha,Oman,SM712694229,94
336326400000,185,Abdou Dia,Nepal,SM125242651,94
590774400000,181,A. Kumar,Spain,SM844799114,86
350841600000,173,Abderraouf Baya,China,SM228468986,101
390672000000,187,Barbara Aleman,Rwanda,SM108718780,77
438883200000,185,Alberto Agudelo,Germany,SM983217632,72
342374400000,165,Aama Shrestha,Tajikistan,SM751800765,87
393782400000,167,Emperor of Brazil Silva,Denmark,SM514621728,100
535478400000,178,Dongshan Hu,England,SM327331564,82
461520000000,188,Manuel Chavez,Japan,SM898156458,88
621010800000,182,Ai Ito,Sweden,SM179679631,72
318960000000,173,Jorge Gonzalez,Libya,SM898413429,76
382896000000,178,Yang Wei,Cuba,SM436400626,96
531072000000,189,Victor Flizzow,El_Salvador,SM470050354,71
620406000000,186,Richa Hinkle,Latvia,SM937385262,77
333993600000,189,Fritz Fischer,Zambia,SM597557714,87
601574400000,171,Paul Allen,Japan,SM557704329,77
390499200000,188,Imtiaz Khan,Kazakhstan,SM335134348,75
366393600000,167,Benedictus Rafiq,Venezuela,SM469760519,77
500486400000,172,Enrique Rodriguez,Taiwan,SM915774181,84
427478400000,187,Eve-Mary Thai Pham,Senegal,SM928415019,87
633024000000,179,Seyni Saibou,Mauritius,SM511988291,69
563385600000,188,Alberto Ojeda,Turkey,SM104476413,78
326995200000,185,David Brown,Nicaragua,SM830890778,91
474307200000,165,Lin Wei,Italy,SM791463476,85
595872000000,182,Taufik Mohede,El_Salvador,SM435375114,73
491328000000,189,Wolfgang Engel,Bosnia_and_Herzegovina,SM406054584,79
